Duration,Protocol,SourceIP,DestinationIP,SourcePort,DestinationPort,PacketCount,ByteCount,Label
45.99494989,UDP,192.168.1.97,192.168.1.172,32672,237,754,1236010,Normal
6.793807597,UDP,192.168.1.35,192.168.1.240,22848,272,723,411064,Attack
24.37944017,TCP,192.168.1.40,192.168.1.14,33889,385,341,512900,Normal
30.18613004,ICMP,192.168.1.229,192.168.1.102,30842,158,908,69599,Normal
7.472832372,TCP,192.168.1.218,192.168.1.173,39251,669,543,1040653,Attack
47.91312402,TCP,192.168.1.14,192.168.1.57,61230,157,859,1096176,Normal
10.51591865,UDP,192.168.1.21,192.168.1.245,41876,158,732,1391950,Normal
11.14602129,ICMP,192.168.1.245,192.168.1.123,28984,152,450,426420,Attack
95.47707841,ICMP,192.168.1.177,192.168.1.236,18867,473,286,946418,Normal
64.89426492,ICMP,192.168.1.134,192.168.1.10,48479,396,261,915344,Attack
80.99498641,TCP,192.168.1.77,192.168.1.227,58535,717,237,1235327,Attack
30.33271405,TCP,192.168.1.232,192.168.1.136,51134,335,527,121474,Attack
79.68338584,ICMP,192.168.1.219,192.168.1.183,49302,202,490,57786,Normal
51.74073717,ICMP,192.168.1.190,192.168.1.63,,619,372,,Attack
23.5678159,ICMP,192.168.1.31,192.168.1.158,52969,502,904,529461,Attack
18.21476107,UDP,192.168.1.7,192.168.1.234,22186,177,897,477944,Attack
82.66036027,TCP,192.168.1.27,192.168.1.186,39690,181,717,44393,Normal
56.43035641,ICMP,192.168.1.90,192.168.1.80,8831,380,170,778104,Normal
10.72547648,UDP,192.168.1.81,192.168.1.41,2154,705,852,463123,Attack
12.82947801,UDP,192.168.1.46,192.168.1.14,47235,132,616,1158982,Normal
17.55296203,ICMP,192.168.1.167,192.168.1.39,46625,523,638,302368,Attack
26.21989525,TCP,192.168.1.20,192.168.1.34,4560,982,644,1012205,Attack
54.29805338,ICMP,192.168.1.30,192.168.1.66,19659,387,186,1335675,Attack
91.05300651,UDP,192.168.1.69,192.168.1.111,26268,347,738,839475,Attack
40.07444084,UDP,192.168.1.48,192.168.1.98,19152,691,321,812008,Normal
25.05187288,UDP,192.168.1.160,192.168.1.127,2501,429,605,268290,Normal
75.20128287,ICMP,192.168.1.199,192.168.1.126,54535,385,554,752327,Normal
81.78184001,TCP,192.168.1.120,192.168.1.57,11108,326,64,1124392,Attack
71.1870018,ICMP,192.168.1.180,192.168.1.223,35277,374,126,1212295,Attack
12.67271629,ICMP,192.168.1.96,192.168.1.33,42929,440,821,901981,Attack
48.78933565,TCP,192.168.1.63,192.168.1.1,23434,52,970,862882,Normal
87.18236243,TCP,192.168.1.79,192.168.1.174,24511,425,819,922373,Normal
10.68825024,ICMP,192.168.1.58,192.168.1.151,4960,585,545,1424498,Normal
9.089372079,TCP,,192.168.1.68,54951,484,165,1458252,Normal
69.21578212,TCP,192.168.1.229,192.168.1.169,52767,847,416,322683,Normal
59.62269021,UDP,192.168.1.79,192.168.1.238,18831,870,885,699184,Attack
3.103290462,ICMP,192.168.1.111,192.168.1.205,46426,694,110,753622,Normal
12.00513353,UDP,192.168.1.65,192.168.1.74,64403,,359,1362688,Normal
59.04246653,ICMP,192.168.1.153,192.168.1.126,41091,742,806,606084,Attack
89.45575252,UDP,192.168.1.141,192.168.1.140,21408,716,873,1282189,Normal
72.04725728,UDP,192.168.1.243,192.168.1.87,15673,458,93,614986,Attack
31.05119123,TCP,192.168.1.200,192.168.1.55,23925,676,569,1443191,Normal
4.21485024,TCP,192.168.1.91,192.168.1.250,47736,571,735,818344,Attack
42.93809169,TCP,192.168.1.219,192.168.1.160,38848,709,901,279394,Normal
16.31220887,UDP,192.168.1.216,192.168.1.64,29164,187,913,660262,Attack
29.19459942,TCP,192.168.1.29,192.168.1.97,15961,992,696,522413,Attack
91.99509612,UDP,192.168.1.166,192.168.1.243,10096,20,360,707396,Attack
52.09571609,UDP,192.168.1.2,192.168.1.213,14805,971,862,534458,Attack
52.9094733,UDP,192.168.1.166,192.168.1.224,4932,81,41,730548,Normal
87.05423089,UDP,192.168.1.18,192.168.1.196,31153,619,626,655574,Normal
41.0126834,UDP,192.168.1.98,192.168.1.208,10515,507,884,964023,Attack
14.49472469,ICMP,192.168.1.100,192.168.1.119,55246,789,202,980623,Attack
18.32905776,ICMP,192.168.1.14,192.168.1.119,5283,1022,319,1402820,Normal
71.12672258,ICMP,192.168.1.53,192.168.1.11,7779,803,194,131855,Attack
10.82031419,ICMP,192.168.1.71,192.168.1.229,17235,95,13,642222,Normal
26.72323533,TCP,192.168.1.191,192.168.1.23,21249,206,645,405007,Normal
56.63231065,TCP,192.168.1.164,192.168.1.24,12091,423,876,1386519,Normal
8.538116705,UDP,192.168.1.55,192.168.1.93,12758,370,203,228946,Normal
45.98473288,ICMP,192.168.1.175,192.168.1.96,10123,341,930,365741,Normal
22.17502233,ICMP,192.168.1.168,192.168.1.164,30835,505,999,524640,Attack
89.9764606,ICMP,192.168.1.14,192.168.1.52,53605,772,700,414149,
61.52444534,UDP,192.168.1.45,192.168.1.199,16773,403,759,201446,Normal
36.21477982,ICMP,192.168.1.227,192.168.1.178,51076,967,817,1104821,Normal
5.106580097,ICMP,192.168.1.216,192.168.1.245,60303,5,661,1339498,Attack
95.82717636,UDP,192.168.1.166,192.168.1.198,35827,146,139,364712,Normal
63.93679257,ICMP,192.168.1.67,192.168.1.133,19503,663,661,919985,Attack
86.30685025,TCP,192.168.1.15,192.168.1.162,6762,686,144,790862,Attack
66.04811007,ICMP,192.168.1.132,192.168.1.71,17644,343,904,563210,Normal
80.06026046,ICMP,192.168.1.198,192.168.1.107,1201,1004,389,847146,Normal
23.69322883,ICMP,192.168.1.118,192.168.1.165,58719,133,277,392495,Attack
65.74229659,ICMP,192.168.1.148,192.168.1.248,32525,159,811,792629,Attack
95.99445501,UDP,192.168.1.95,192.168.1.70,47630,314,410,756797,Normal
59.51539283,TCP,192.168.1.69,192.168.1.25,27560,506,957,8913,Attack
67.07494609,TCP,192.168.1.177,192.168.1.45,34749,713,138,290398,Normal
19.98460383,UDP,192.168.1.131,192.168.1.251,36886,113,593,1187258,Attack
83.62313104,TCP,192.168.1.151,192.168.1.76,36761,114,75,779622,Attack
55.81315716,TCP,192.168.1.151,192.168.1.27,23709,534,478,1005160,Attack
54.9485156,TCP,192.168.1.228,192.168.1.226,47762,22,744,256010,Attack
41.58418069,TCP,192.168.1.139,192.168.1.98,34671,1,567,1307612,Attack
16.63457172,ICMP,192.168.1.54,192.168.1.155,14518,497,772,692043,Attack
17.48465444,TCP,192.168.1.138,192.168.1.33,34895,837,487,1322462,Normal
39.26755292,ICMP,192.168.1.91,192.168.1.226,3553,984,647,1295551,Normal
59.596114,TCP,192.168.1.237,192.168.1.81,4659,,142,753181,Normal
32.77383999,ICMP,192.168.1.51,192.168.1.30,49107,165,635,674630,Attack
96.33876607,ICMP,192.168.1.81,192.168.1.147,47565,120,432,219019,Attack
77.67342235,ICMP,192.168.1.155,192.168.1.91,46440,390,226,386409,Attack
11.08749862,TCP,192.168.1.209,192.168.1.60,63402,54,49,175076,Normal
80.04397209,TCP,192.168.1.8,192.168.1.10,35491,885,207,924913,Attack
47.73049221,ICMP,192.168.1.135,192.168.1.2,15718,351,342,352548,Normal
47.40102002,TCP,192.168.1.175,192.168.1.141,56462,767,53,1041500,Attack
65.13986909,ICMP,192.168.1.101,192.168.1.224,58598,356,4,1223677,Attack
64.09802578,ICMP,192.168.1.83,192.168.1.53,64410,1004,222,1089002,Normal
2.285032868,UDP,192.168.1.133,192.168.1.33,52543,412,562,842338,Attack
75.02173348,UDP,192.168.1.8,192.168.1.92,47560,930,519,719392,Normal
54.338675,ICMP,192.168.1.69,192.168.1.67,25083,903,502,585166,Attack
86.06437002,ICMP,192.168.1.20,192.168.1.12,1701,492,357,741783,Attack
65.8967125,ICMP,192.168.1.5,192.168.1.48,22191,156,162,817229,Attack
43.35306133,UDP,192.168.1.61,192.168.1.178,31397,792,378,411560,Normal
41.54047974,UDP,,192.168.1.196,55477,113,688,221923,Attack
61.62889675,UDP,192.168.1.138,192.168.1.221,27564,236,453,103901,Normal
14.28429048,,192.168.1.116,192.168.1.54,43323,798,135,95790,Normal
97.72066073,UDP,192.168.1.104,192.168.1.8,59418,741,940,437109,Attack
75.24296102,UDP,192.168.1.178,192.168.1.19,27873,440,652,373659,Attack
96.0389736,TCP,192.168.1.186,192.168.1.28,42341,613,987,537115,Normal
96.55272311,UDP,192.168.1.170,192.168.1.219,54445,661,459,534682,Normal
38.09670746,ICMP,192.168.1.203,192.168.1.68,7737,131,786,1126359,Attack
31.79945167,TCP,192.168.1.85,192.168.1.177,13542,331,668,911671,Attack
25.60780561,UDP,192.168.1.16,192.168.1.69,56806,63,22,1247442,Attack
42.70406078,UDP,192.168.1.113,192.168.1.108,40261,639,480,851383,Attack
74.14398197,ICMP,192.168.1.103,192.168.1.101,4097,830,420,1475036,Attack
30.28013446,UDP,192.168.1.114,192.168.1.30,39269,222,774,58169,Attack
93.03303408,TCP,192.168.1.113,192.168.1.172,44610,780,485,980856,Attack
31.6121915,,192.168.1.232,192.168.1.32,36976,873,265,43293,Normal
72.56886445,ICMP,192.168.1.148,192.168.1.134,37082,593,780,43745,Attack
30.99034873,ICMP,192.168.1.157,192.168.1.142,20683,462,167,1312705,Normal
12.78556609,TCP,192.168.1.46,192.168.1.113,4649,560,811,509458,Attack
54.32157227,UDP,192.168.1.24,192.168.1.53,55714,326,711,522398,Normal
57.84103527,TCP,192.168.1.45,192.168.1.19,38207,910,41,653752,Attack
98.52600428,TCP,192.168.1.32,192.168.1.227,49261,614,701,480949,Attack
31.34373069,TCP,192.168.1.6,192.168.1.5,23490,345,778,211627,Attack
82.03004656,ICMP,192.168.1.37,192.168.1.176,34134,345,318,133824,Attack
28.78256013,UDP,192.168.1.22,192.168.1.97,53960,254,74,286356,Normal
90.72082377,TCP,192.168.1.118,192.168.1.212,20419,899,186,163837,Normal
54.27865356,ICMP,192.168.1.116,192.168.1.12,31776,44,851,1461720,Attack
7.97451839,TCP,192.168.1.187,192.168.1.205,3401,893,428,1294172,Attack
56.46096261,UDP,192.168.1.231,192.168.1.41,17856,847,803,287200,Normal
66.19161536,ICMP,192.168.1.205,192.168.1.133,9056,188,904,1267158,Attack
76.1866734,TCP,192.168.1.186,192.168.1.139,47172,1021,891,1195667,Normal
88.43578954,TCP,192.168.1.34,192.168.1.47,4565,459,987,1328228,Attack
15.91198492,ICMP,192.168.1.93,192.168.1.62,54206,169,193,298408,Normal
77.53218733,ICMP,192.168.1.25,192.168.1.255,33548,38,903,1112412,Normal
24.11850804,TCP,192.168.1.49,192.168.1.219,18911,445,831,1394335,Attack
15.13540964,ICMP,192.168.1.211,192.168.1.41,39677,831,,65317,Normal
89.42501258,TCP,192.168.1.222,192.168.1.158,25061,1006,605,1217674,Normal
61.21349658,TCP,192.168.1.50,192.168.1.217,23831,188,48,710315,Attack
79.54803981,TCP,192.168.1.98,192.168.1.137,48295,744,348,1325688,Normal
48.0538338,ICMP,192.168.1.24,192.168.1.149,58245,459,6,1364112,Attack
52.47892456,TCP,192.168.1.129,192.168.1.59,38649,393,914,318698,Normal
3.053521192,TCP,192.168.1.104,192.168.1.138,36201,485,889,1014311,Normal
98.05875825,TCP,192.168.1.103,192.168.1.165,,941,993,864938,Attack
39.77443805,TCP,192.168.1.129,192.168.1.83,45503,197,343,1444067,Normal
3.513604017,ICMP,192.168.1.155,192.168.1.119,13937,65,790,1159418,Normal
54.85487938,ICMP,192.168.1.31,192.168.1.245,6921,908,356,875542,Attack
19.79702027,ICMP,192.168.1.79,192.168.1.255,19178,511,107,432602,Normal
88.10004646,TCP,192.168.1.168,192.168.1.33,43542,288,131,337775,Attack
31.21001364,TCP,192.168.1.149,192.168.1.90,25543,143,588,71939,Attack
0.666782896,ICMP,192.168.1.227,192.168.1.104,6090,509,391,883049,Normal
53.99625879,ICMP,192.168.1.133,192.168.1.243,46040,867,286,1394496,Normal
4.835013263,UDP,192.168.1.168,192.168.1.41,2507,649,725,1189153,Attack
47.24429126,ICMP,192.168.1.47,192.168.1.153,58797,540,667,37869,Attack
44.64204398,TCP,192.168.1.158,192.168.1.240,46788,669,433,299274,Attack
97.63576721,UDP,192.168.1.112,192.168.1.30,3323,253,648,386961,Attack
6.686857275,UDP,192.168.1.91,192.168.1.179,58617,1002,657,214173,Normal
15.49481357,TCP,192.168.1.18,192.168.1.255,24161,951,791,1074638,Attack
0.093524545,ICMP,192.168.1.210,192.168.1.49,26438,992,61,19532,Attack
91.53888251,TCP,192.168.1.46,192.168.1.192,25216,5,602,190546,Attack
42.87460587,ICMP,192.168.1.43,192.168.1.55,30470,954,790,1063045,Normal
85.50458997,TCP,192.168.1.204,192.168.1.56,2131,657,988,370207,Normal
74.73084126,ICMP,192.168.1.80,192.168.1.20,33022,349,338,15239,Attack
95.55575091,TCP,192.168.1.223,192.168.1.191,13326,443,48,474685,Normal
59.70187341,TCP,192.168.1.82,192.168.1.91,53487,641,15,908506,Attack
46.31349891,ICMP,192.168.1.49,192.168.1.138,41829,982,99,1182294,Attack
41.2395373,TCP,192.168.1.39,192.168.1.66,4208,546,86,684733,Normal
26.07952229,TCP,192.168.1.27,192.168.1.238,3238,721,663,1427158,Attack
14.36073427,UDP,192.168.1.201,192.168.1.252,58498,724,772,1263939,Attack
31.86672545,UDP,192.168.1.12,192.168.1.199,12405,625,50,110545,Attack
32.41451733,UDP,192.168.1.207,192.168.1.167,11221,205,773,432802,Normal
81.22067796,ICMP,192.168.1.184,192.168.1.222,9910,77,114,1045608,Normal
53.02674123,UDP,192.168.1.68,192.168.1.182,63393,804,460,731262,Normal
77.98882329,ICMP,192.168.1.238,192.168.1.1,58759,382,56,1070449,Normal
65.88119849,ICMP,192.168.1.102,192.168.1.234,17103,209,729,494032,Attack
3.036484583,ICMP,192.168.1.206,192.168.1.130,54335,962,891,62535,Normal
76.82449152,TCP,192.168.1.10,192.168.1.162,32713,546,723,1272317,Normal
51.47460882,TCP,192.168.1.190,192.168.1.132,7805,497,10,401685,Attack
15.90809468,ICMP,192.168.1.117,192.168.1.191,21482,911,736,875970,Normal
48.80971143,ICMP,192.168.1.192,192.168.1.17,12299,498,904,985559,Attack
7.997948093,TCP,192.168.1.144,192.168.1.243,48501,288,527,596939,Attack
36.36574446,UDP,192.168.1.91,192.168.1.138,30365,592,165,772762,Attack
79.52243782,UDP,192.168.1.135,192.168.1.16,26290,84,75,1123990,Attack
52.72503092,UDP,192.168.1.248,192.168.1.29,33798,42,756,300688,Normal
44.09291934,TCP,192.168.1.41,192.168.1.68,36882,435,565,749593,Normal
39.85684106,ICMP,192.168.1.2,192.168.1.243,12529,146,621,1473915,Attack
59.88308238,UDP,192.168.1.49,192.168.1.20,56037,927,881,1169871,Attack
90.39453101,UDP,192.168.1.15,192.168.1.23,44041,38,863,334122,Attack
3.704592378,UDP,192.168.1.162,192.168.1.128,,975,892,734237,Attack
6.999165257,UDP,192.168.1.160,192.168.1.255,24301,755,305,727992,Attack
63.81664626,UDP,192.168.1.160,192.168.1.2,24294,729,797,194620,Attack
69.73470791,TCP,192.168.1.247,192.168.1.184,56173,449,279,220704,Normal
46.22234527,ICMP,192.168.1.64,192.168.1.219,35406,730,535,15942,Normal
75.68065163,TCP,192.168.1.9,192.168.1.251,11114,93,165,52374,Normal
53.64397913,ICMP,192.168.1.78,192.168.1.235,16810,73,79,10238,Attack
90.85465888,ICMP,192.168.1.18,192.168.1.37,58140,558,228,1308940,Attack
56.55290805,ICMP,192.168.1.104,192.168.1.25,33926,829,488,288395,Attack
82.85816233,UDP,192.168.1.96,192.168.1.91,38724,367,631,422321,Attack
31.18583425,ICMP,192.168.1.191,192.168.1.72,49270,820,634,1204775,Attack
62.28932699,ICMP,192.168.1.107,192.168.1.164,45652,628,804,18564,Attack
44.72729246,UDP,192.168.1.222,192.168.1.143,50157,765,821,1124606,Attack
28.72504478,TCP,192.168.1.49,192.168.1.245,11888,542,850,198317,Attack
46.54361067,TCP,192.168.1.32,192.168.1.168,55110,238,564,237842,Attack
86.36725682,UDP,192.168.1.246,192.168.1.158,59584,648,495,1447404,Normal
71.94173859,TCP,192.168.1.123,192.168.1.86,56317,263,89,200415,Normal
64.44174162,TCP,192.168.1.58,192.168.1.196,15921,105,414,685996,Attack
42.1538739,UDP,192.168.1.148,192.168.1.28,3342,971,574,1036493,Normal
41.64358048,TCP,192.168.1.142,192.168.1.228,25418,202,925,734066,Attack
62.41303696,UDP,192.168.1.59,192.168.1.230,4981,392,654,577376,Attack
68.00071051,UDP,192.168.1.185,192.168.1.66,13628,232,497,944502,Normal
54.94838258,TCP,192.168.1.163,192.168.1.156,23335,188,221,458622,Attack
9.53864143,UDP,192.168.1.97,192.168.1.89,43969,29,721,479073,Normal
19.20019083,TCP,192.168.1.77,192.168.1.133,42966,881,249,1022321,Normal
16.09640965,TCP,192.168.1.207,192.168.1.23,57628,577,7,996371,Attack
82.17540799,TCP,192.168.1.178,192.168.1.156,10373,320,799,253463,Attack
64.46975027,ICMP,192.168.1.158,192.168.1.156,52597,388,519,301453,Attack
9.461389035,ICMP,192.168.1.47,192.168.1.202,56431,679,54,1050600,Normal
98.04677576,ICMP,192.168.1.31,192.168.1.159,58860,703,413,119926,Attack
61.24882471,UDP,192.168.1.143,192.168.1.244,20411,639,754,162769,Attack
39.8420722,TCP,192.168.1.55,192.168.1.84,9424,443,820,532927,Attack
48.85604693,TCP,192.168.1.213,192.168.1.164,44641,212,285,1447353,Normal
2.749970965,UDP,192.168.1.120,192.168.1.197,23887,646,808,920960,Attack
55.3361434,UDP,192.168.1.28,192.168.1.133,47228,430,180,426361,Normal
11.28061194,UDP,192.168.1.22,192.168.1.141,62444,334,198,620696,Attack
12.60122629,UDP,192.168.1.144,192.168.1.235,26038,751,789,94739,Attack
30.82443216,ICMP,192.168.1.130,192.168.1.139,47529,496,785,556080,Attack
77.79881574,UDP,192.168.1.146,192.168.1.230,27079,798,298,148905,Attack
3.606969782,UDP,192.168.1.195,192.168.1.184,39139,347,844,1107544,Normal
77.86304304,TCP,192.168.1.220,192.168.1.129,33433,323,711,1390613,Attack
33.04320234,UDP,192.168.1.92,192.168.1.35,14763,567,748,164674,Attack
14.41889982,UDP,192.168.1.74,192.168.1.173,42028,891,763,643535,Attack
54.55211506,UDP,192.168.1.152,192.168.1.165,63072,656,996,54376,Normal
64.72644984,TCP,192.168.1.55,192.168.1.28,41451,306,155,109252,Normal
49.45933232,ICMP,192.168.1.137,192.168.1.157,8047,162,494,446780,Attack
64.40771395,ICMP,192.168.1.86,192.168.1.51,18372,779,625,925137,Normal
1.464120681,UDP,192.168.1.145,192.168.1.50,6857,857,230,1302891,Normal
20.83272875,ICMP,192.168.1.253,192.168.1.103,54879,407,64,22249,Attack
